Date;Time;DateTime;TTV;Thickness;SawGroove;SawEdge;SawStep;LastEmptying;OutSixSigma;WafersProduction;SiliciumType
09/04/2017;16:00;09/04/2017 16:00;64;291;37;255;1;09/04/2017;0;3597000;Multi
09/04/2017;17:00;09/04/2017 17:00;68;291;34;254;1;09/04/2017;0;3598000;Multi
09/04/2017;18:00;09/04/2017 18:00;72;291;34;253;1;09/04/2017;0;3600000;Multi
09/04/2017;19:00;09/04/2017 19:00;77;291;36;252;1;09/04/2017;0;3601000;Multi
09/04/2017;20:00;09/04/2017 20:00;82;291;40;251;1;09/04/2017;0;3602000;Multi
09/04/2017;21:00;09/04/2017 21:00;87;291;45;250;1;09/04/2017;0;3603000;Multi
09/04/2017;22:00;09/04/2017 22:00;92;291;45;249;1;09/04/2017;0;3605000;Multi
09/04/2017;23:00;09/04/2017 23:00;98;291;45;248;1;09/04/2017;1;3606000;Multi
10/04/2017;00:00;10/04/2017 00:00;104;291;54;247;1;09/04/2017;1;3608000;Multi
10/04/2017;01:00;10/04/2017 01:00;32;292;46;246;1;10/04/2017;0;3610000;Multi
10/04/2017;02:00;10/04/2017 02:00;32;292;50;245;1;10/04/2017;0;3612000;Multi
10/04/2017;03:00;10/04/2017 03:00;33;292;51;244;1;10/04/2017;0;3614000;Multi
10/04/2017;04:00;10/04/2017 04:00;34;292;50;243;1;10/04/2017;0;3615000;Multi
10/04/2017;05:00;10/04/2017 05:00;35;292;51;242;1;10/04/2017;0;3616000;Multi
10/04/2017;06:00;10/04/2017 06:00;36;292;57;241;1;10/04/2017;0;3618000;Multi
10/04/2017;07:00;10/04/2017 07:00;38;292;49;240;1;10/04/2017;0;3620000;Multi
10/04/2017;08:00;10/04/2017 08:00;40;292;51;239;1;10/04/2017;0;3621000;Multi
10/04/2017;09:00;10/04/2017 09:00;42;292;47;238;1;10/04/2017;0;3623000;Multi
10/04/2017;10:00;10/04/2017 10:00;44;292;56;237;1;10/04/2017;0;3624000;Multi
10/04/2017;11:00;10/04/2017 11:00;47;292;58;236;1;10/04/2017;0;3625000;Multi
10/04/2017;12:00;10/04/2017 12:00;50;292;52;235;1;10/04/2017;0;3627000;Multi
10/04/2017;13:00;10/04/2017 13:00;53;292;52;234;1;10/04/2017;0;3629000;Multi
10/04/2017;14:00;10/04/2017 14:00;56;292;50;233;1;10/04/2017;0;3631000;Multi
10/04/2017;15:00;10/04/2017 15:00;60;292;50;232;1;10/04/2017;0;3633000;Multi
10/04/2017;16:00;10/04/2017 16:00;64;292;46;231;1;10/04/2017;0;3634000;Multi
10/04/2017;17:00;10/04/2017 17:00;68;292;46;230;1;10/04/2017;0;3636000;Multi
10/04/2017;18:00;10/04/2017 18:00;72;292;48;229;1;10/04/2017;0;3637000;Multi
10/04/2017;19:00;10/04/2017 19:00;77;292;51;228;1;10/04/2017;0;3639000;Multi
10/04/2017;20:00;10/04/2017 20:00;82;292;44;227;1;10/04/2017;0;3640000;Multi
10/04/2017;21:00;10/04/2017 21:00;87;292;48;226;1;10/04/2017;0;3642000;Multi
10/04/2017;22:00;10/04/2017 22:00;92;292;50;225;1;10/04/2017;0;3643000;Multi
10/04/2017;23:00;10/04/2017 23:00;98;292;46;224;1;10/04/2017;1;3645000;Multi
11/04/2017;00:00;11/04/2017 00:00;104;292;45;223;1;10/04/2017;1;3646000;Multi
11/04/2017;01:00;11/04/2017 01:00;31;293;43;222;1;11/04/2017;0;3648000;Multi
11/04/2017;02:00;11/04/2017 02:00;31;293;37;221;1;11/04/2017;0;3649000;Multi
11/04/2017;03:00;11/04/2017 03:00;32;293;38;220;1;11/04/2017;0;3650000;Multi
11/04/2017;04:00;11/04/2017 04:00;33;293;38;219;1;11/04/2017;0;3652000;Multi
11/04/2017;05:00;11/04/2017 05:00;34;293;34;218;1;11/04/2017;0;3653000;Multi
11/04/2017;06:00;11/04/2017 06:00;35;293;35;217;1;11/04/2017;0;3654000;Multi
11/04/2017;07:00;11/04/2017 07:00;37;293;31;216;1;11/04/2017;0;3656000;Multi
11/04/2017;08:00;11/04/2017 08:00;39;293;35;215;1;11/04/2017;0;3658000;Multi
11/04/2017;09:00;11/04/2017 09:00;41;293;33;214;1;11/04/2017;0;3660000;Multi
11/04/2017;10:00;11/04/2017 10:00;43;293;35;213;1;11/04/2017;0;3662000;Multi
11/04/2017;11:00;11/04/2017 11:00;46;293;34;212;1;11/04/2017;0;3664000;Multi
11/04/2017;12:00;11/04/2017 12:00;49;293;32;211;1;11/04/2017;0;3665000;Multi
11/04/2017;13:00;11/04/2017 13:00;52;293;32;210;1;11/04/2017;0;3666000;Multi
11/04/2017;14:00;11/04/2017 14:00;55;293;28;209;1;11/04/2017;0;3667000;Multi
11/04/2017;15:00;11/04/2017 15:00;59;293;36;208;1;11/04/2017;0;3669000;Multi
11/04/2017;16:00;11/04/2017 16:00;63;293;39;207;1;11/04/2017;0;3671000;Multi
11/04/2017;17:00;11/04/2017 17:00;67;293;40;206;1;11/04/2017;0;3673000;Multi
11/04/2017;18:00;11/04/2017 18:00;71;293;35;205;1;11/04/2017;0;3675000;Multi
11/04/2017;19:00;11/04/2017 19:00;76;293;37;204;1;11/04/2017;0;3676000;Multi
11/04/2017;20:00;11/04/2017 20:00;81;293;36;203;1;11/04/2017;0;3677000;Multi
11/04/2017;21:00;11/04/2017 21:00;86;293;39;202;1;11/04/2017;0;3678000;Multi
11/04/2017;22:00;11/04/2017 22:00;91;293;42;201;1;11/04/2017;0;3679000;Multi
11/04/2017;23:00;11/04/2017 23:00;97;293;40;200;1;11/04/2017;1;3681000;Multi
12/04/2017;00:00;12/04/2017 00:00;103;293;42;199;1;11/04/2017;1;3683000;Multi
12/04/2017;01:00;12/04/2017 01:00;31;294;44;198;1;12/04/2017;0;3684000;Multi
12/04/2017;02:00;12/04/2017 02:00;31;294;40;197;1;12/04/2017;0;3685000;Multi
12/04/2017;03:00;12/04/2017 03:00;32;294;39;196;1;12/04/2017;0;3687000;Multi
12/04/2017;04:00;12/04/2017 04:00;33;294;45;195;1;12/04/2017;0;3688000;Multi
12/04/2017;05:00;12/04/2017 05:00;34;294;41;194;1;12/04/2017;0;3689000;Multi
12/04/2017;06:00;12/04/2017 06:00;35;294;42;193;1;12/04/2017;0;3690000;Multi
12/04/2017;07:00;12/04/2017 07:00;37;294;47;192;1;12/04/2017;0;3691000;Multi
12/04/2017;08:00;12/04/2017 08:00;39;294;44;191;1;12/04/2017;0;3693000;Multi
12/04/2017;09:00;12/04/2017 09:00;41;294;45;190;1;12/04/2017;0;3695000;Multi
12/04/2017;10:00;12/04/2017 10:00;43;294;44;189;1;12/04/2017;0;3697000;Multi
12/04/2017;11:00;12/04/2017 11:00;46;294;47;188;1;12/04/2017;0;3699000;Multi
12/04/2017;12:00;12/04/2017 12:00;49;294;44;187;1;12/04/2017;0;3700000;Multi
12/04/2017;13:00;12/04/2017 13:00;52;294;43;186;1;12/04/2017;0;3702000;Multi
12/04/2017;14:00;12/04/2017 14:00;55;294;51;185;1;12/04/2017;0;3704000;Multi
12/04/2017;15:00;12/04/2017 15:00;59;294;55;184;1;12/04/2017;0;3705000;Multi
12/04/2017;16:00;12/04/2017 16:00;63;294;53;183;1;12/04/2017;0;3707000;Multi
12/04/2017;17:00;12/04/2017 17:00;67;294;54;182;1;12/04/2017;0;3709000;Multi
12/04/2017;18:00;12/04/2017 18:00;71;294;60;181;1;12/04/2017;0;3711000;Multi
12/04/2017;19:00;12/04/2017 19:00;76;294;62;180;1;12/04/2017;0;3713000;Multi
12/04/2017;20:00;12/04/2017 20:00;81;294;56;179;1;12/04/2017;0;3715000;Multi
12/04/2017;21:00;12/04/2017 21:00;86;294;55;178;1;12/04/2017;0;3716000;Multi
12/04/2017;22:00;12/04/2017 22:00;91;294;58;177;1;12/04/2017;0;3717000;Multi
12/04/2017;23:00;12/04/2017 23:00;97;294;52;176;1;12/04/2017;1;3719000;Multi
13/04/2017;00:00;13/04/2017 00:00;103;294;51;175;1;12/04/2017;1;3721000;Multi
13/04/2017;01:00;13/04/2017 01:00;32;295;51;174;1;13/04/2017;0;3722000;Multi
13/04/2017;02:00;13/04/2017 02:00;32;295;53;173;1;13/04/2017;0;3724000;Multi
13/04/2017;03:00;13/04/2017 03:00;33;295;48;172;1;13/04/2017;0;3725000;Multi
13/04/2017;04:00;13/04/2017 04:00;34;295;52;171;1;13/04/2017;0;3727000;Multi
13/04/2017;05:00;13/04/2017 05:00;35;295;49;170;1;13/04/2017;0;3728000;Multi
13/04/2017;06:00;13/04/2017 06:00;36;295;49;169;1;13/04/2017;0;3729000;Multi
13/04/2017;07:00;13/04/2017 07:00;38;295;57;168;1;13/04/2017;0;3731000;Multi
13/04/2017;08:00;13/04/2017 08:00;40;295;54;167;1;13/04/2017;0;3733000;Multi
13/04/2017;09:00;13/04/2017 09:00;42;295;54;166;1;13/04/2017;0;3734000;Multi
13/04/2017;10:00;13/04/2017 10:00;44;295;57;165;1;13/04/2017;0;3735000;Multi
13/04/2017;11:00;13/04/2017 11:00;47;295;57;164;1;13/04/2017;0;3736000;Multi
13/04/2017;12:00;13/04/2017 12:00;50;295;53;163;1;13/04/2017;0;3737000;Multi
13/04/2017;13:00;13/04/2017 13:00;53;295;52;162;1;13/04/2017;0;3739000;Multi
13/04/2017;14:00;13/04/2017 14:00;56;295;61;161;1;13/04/2017;0;3740000;Multi
13/04/2017;15:00;13/04/2017 15:00;60;295;62;160;1;13/04/2017;0;3741000;Multi
13/04/2017;16:00;13/04/2017 16:00;64;295;59;159;1;13/04/2017;0;3742000;Multi
13/04/2017;17:00;13/04/2017 17:00;68;295;57;158;1;13/04/2017;0;3744000;Multi
13/04/2017;18:00;13/04/2017 18:00;72;295;61;157;1;13/04/2017;0;3746000;Multi
13/04/2017;19:00;13/04/2017 19:00;77;295;58;156;1;13/04/2017;0;3748000;Multi
13/04/2017;20:00;13/04/2017 20:00;82;295;55;155;1;13/04/2017;0;3750000;Multi
13/04/2017;21:00;13/04/2017 21:00;87;295;52;154;1;13/04/2017;0;3752000;Multi
13/04/2017;22:00;13/04/2017 22:00;92;295;52;153;1;13/04/2017;0;3754000;Multi
13/04/2017;23:00;13/04/2017 23:00;98;295;58;152;1;13/04/2017;1;3756000;Multi
14/04/2017;00:00;14/04/2017 00:00;104;295;59;151;1;13/04/2017;1;3757000;Multi
14/04/2017;01:00;14/04/2017 01:00;31;296;54;150;1;14/04/2017;0;3758000;Multi
14/04/2017;02:00;14/04/2017 02:00;31;296;58;149;1;14/04/2017;0;3759000;Multi
14/04/2017;03:00;14/04/2017 03:00;32;296;61;148;1;14/04/2017;0;3761000;Multi
14/04/2017;04:00;14/04/2017 04:00;33;296;57;147;1;14/04/2017;0;3763000;Multi
14/04/2017;05:00;14/04/2017 05:00;34;296;56;146;1;14/04/2017;0;3764000;Multi
14/04/2017;06:00;14/04/2017 06:00;35;296;55;145;1;14/04/2017;0;3766000;Multi
14/04/2017;07:00;14/04/2017 07:00;37;296;63;144;1;14/04/2017;0;3767000;Multi
14/04/2017;08:00;14/04/2017 08:00;39;296;59;143;1;14/04/2017;0;3769000;Multi
14/04/2017;09:00;14/04/2017 09:00;41;296;63;142;1;14/04/2017;0;3770000;Multi
14/04/2017;10:00;14/04/2017 10:00;43;296;65;141;1;14/04/2017;0;3771000;Multi
14/04/2017;11:00;14/04/2017 11:00;46;296;67;140;1;14/04/2017;0;3772000;Multi
14/04/2017;12:00;14/04/2017 12:00;49;296;68;139;1;14/04/2017;0;3773000;Multi
14/04/2017;13:00;14/04/2017 13:00;52;296;76;138;1;14/04/2017;0;3775000;Multi
14/04/2017;14:00;14/04/2017 14:00;55;296;78;137;1;14/04/2017;0;3776000;Multi
14/04/2017;15:00;14/04/2017 15:00;59;296;76;136;1;14/04/2017;0;3778000;Multi
14/04/2017;16:00;14/04/2017 16:00;63;296;83;135;1;14/04/2017;0;3779000;Multi
14/04/2017;17:00;14/04/2017 17:00;67;296;86;134;1;14/04/2017;0;3780000;Multi
14/04/2017;18:00;14/04/2017 18:00;71;296;91;133;1;14/04/2017;0;3781000;Multi
14/04/2017;19:00;14/04/2017 19:00;76;296;96;132;1;14/04/2017;0;3782000;Multi
14/04/2017;20:00;14/04/2017 20:00;81;296;99;131;1;14/04/2017;0;3784000;Multi
14/04/2017;21:00;14/04/2017 21:00;86;296;98;130;1;14/04/2017;0;3786000;Multi
14/04/2017;22:00;14/04/2017 22:00;91;296;96;129;1;14/04/2017;0;3787000;Multi
14/04/2017;23:00;14/04/2017 23:00;97;296;101;128;1;14/04/2017;1;3789000;Multi
15/04/2017;00:00;15/04/2017 00:00;103;296;98;127;1;14/04/2017;1;3790000;Multi
15/04/2017;01:00;15/04/2017 01:00;32;297;97;126;1;15/04/2017;0;3791000;Multi
15/04/2017;02:00;15/04/2017 02:00;32;297;92;125;1;15/04/2017;0;3792000;Multi
15/04/2017;03:00;15/04/2017 03:00;33;297;92;124;1;15/04/2017;0;3794000;Multi
15/04/2017;04:00;15/04/2017 04:00;34;297;93;123;1;15/04/2017;0;3796000;Multi
15/04/2017;05:00;15/04/2017 05:00;35;297;100;122;1;15/04/2017;0;3798000;Multi
15/04/2017;06:00;15/04/2017 06:00;36;297;102;121;1;15/04/2017;0;3800000;Multi
15/04/2017;07:00;15/04/2017 07:00;38;297;106;120;1;15/04/2017;0;3801000;Multi
15/04/2017;08:00;15/04/2017 08:00;40;297;107;119;1;15/04/2017;0;3803000;Multi
15/04/2017;09:00;15/04/2017 09:00;42;297;100;118;1;15/04/2017;0;3805000;Multi
15/04/2017;10:00;15/04/2017 10:00;44;297;105;117;1;15/04/2017;0;3806000;Multi
15/04/2017;11:00;15/04/2017 11:00;47;297;111;116;1;15/04/2017;0;3808000;Multi
15/04/2017;12:00;15/04/2017 12:00;50;297;108;115;1;15/04/2017;0;3810000;Multi
15/04/2017;13:00;15/04/2017 13:00;53;297;106;114;1;15/04/2017;0;3812000;Multi
15/04/2017;14:00;15/04/2017 14:00;56;297;111;113;1;15/04/2017;0;3813000;Multi
15/04/2017;15:00;15/04/2017 15:00;60;297;110;112;1;15/04/2017;0;3815000;Multi
15/04/2017;16:00;15/04/2017 16:00;64;297;113;111;1;15/04/2017;0;3817000;Multi
15/04/2017;17:00;15/04/2017 17:00;68;297;112;110;1;15/04/2017;0;3818000;Multi
15/04/2017;18:00;15/04/2017 18:00;72;297;111;109;1;15/04/2017;0;3820000;Multi
15/04/2017;19:00;15/04/2017 19:00;77;297;111;108;1;15/04/2017;0;3821000;Multi
15/04/2017;20:00;15/04/2017 20:00;82;297;110;107;1;15/04/2017;0;3822000;Multi
15/04/2017;21:00;15/04/2017 21:00;87;297;115;106;1;15/04/2017;0;3823000;Multi
15/04/2017;22:00;15/04/2017 22:00;92;297;116;105;1;15/04/2017;0;3825000;Multi
15/04/2017;23:00;15/04/2017 23:00;98;297;114;104;1;15/04/2017;1;3826000;Multi
16/04/2017;00:00;16/04/2017 00:00;104;297;109;103;1;15/04/2017;1;3828000;Multi
16/04/2017;01:00;16/04/2017 01:00;31;298;108;102;1;16/04/2017;0;3829000;Multi
16/04/2017;02:00;16/04/2017 02:00;31;298;108;101;1;16/04/2017;0;3831000;Multi
16/04/2017;03:00;16/04/2017 03:00;32;298;115;100;1;16/04/2017;0;3832000;Multi
16/04/2017;04:00;16/04/2017 04:00;33;298;114;99;1;16/04/2017;0;3834000;Multi
16/04/2017;05:00;16/04/2017 05:00;34;298;113;98;1;16/04/2017;0;3835000;Multi
16/04/2017;06:00;16/04/2017 06:00;35;298;111;97;1;16/04/2017;0;3836000;Multi
16/04/2017;07:00;16/04/2017 07:00;37;298;115;96;1;16/04/2017;0;3838000;Multi
16/04/2017;08:00;16/04/2017 08:00;39;298;111;95;1;16/04/2017;0;3840000;Multi
16/04/2017;09:00;16/04/2017 09:00;41;298;111;94;1;16/04/2017;0;3842000;Multi
16/04/2017;10:00;16/04/2017 10:00;43;298;113;93;1;16/04/2017;0;3843000;Multi
16/04/2017;11:00;16/04/2017 11:00;46;298;113;92;1;16/04/2017;0;3845000;Multi
16/04/2017;12:00;16/04/2017 12:00;49;298;114;91;1;16/04/2017;0;3846000;Multi
16/04/2017;13:00;16/04/2017 13:00;52;298;120;90;1;16/04/2017;0;3847000;Multi
16/04/2017;14:00;16/04/2017 14:00;55;298;118;89;1;16/04/2017;0;3849000;Multi
16/04/2017;15:00;16/04/2017 15:00;59;298;115;88;1;16/04/2017;0;3851000;Multi
16/04/2017;16:00;16/04/2017 16:00;63;298;111;87;1;16/04/2017;0;3852000;Multi
16/04/2017;17:00;16/04/2017 17:00;67;298;106;86;1;16/04/2017;0;3853000;Multi
16/04/2017;18:00;16/04/2017 18:00;71;298;99;85;1;16/04/2017;0;3854000;Multi
16/04/2017;19:00;16/04/2017 19:00;76;298;98;84;1;16/04/2017;0;3855000;Multi
16/04/2017;20:00;16/04/2017 20:00;81;298;104;83;1;16/04/2017;0;3857000;Multi
16/04/2017;21:00;16/04/2017 21:00;86;298;103;82;1;16/04/2017;0;3859000;Multi
16/04/2017;22:00;16/04/2017 22:00;91;298;109;81;1;16/04/2017;0;3860000;Multi
16/04/2017;23:00;16/04/2017 23:00;97;298;111;80;1;16/04/2017;1;3862000;Multi
17/04/2017;00:00;17/04/2017 00:00;103;298;112;79;1;16/04/2017;1;3864000;Multi
17/04/2017;01:00;17/04/2017 01:00;32;299;109;78;1;17/04/2017;0;3866000;Multi
17/04/2017;02:00;17/04/2017 02:00;32;299;111;77;1;17/04/2017;0;3867000;Multi
17/04/2017;03:00;17/04/2017 03:00;33;299;116;76;1;17/04/2017;0;3869000;Multi
17/04/2017;04:00;17/04/2017 04:00;34;299;118;75;1;17/04/2017;0;3870000;Multi
17/04/2017;05:00;17/04/2017 05:00;35;299;117;74;1;17/04/2017;0;3872000;Multi
17/04/2017;06:00;17/04/2017 06:00;36;299;117;73;1;17/04/2017;0;3874000;Multi
17/04/2017;07:00;17/04/2017 07:00;38;299;119;72;1;17/04/2017;0;3875000;Multi
17/04/2017;08:00;17/04/2017 08:00;40;299;123;71;1;17/04/2017;0;3876000;Multi
17/04/2017;09:00;17/04/2017 09:00;42;299;129;70;1;17/04/2017;0;3878000;Multi
17/04/2017;10:00;17/04/2017 10:00;44;299;130;69;1;17/04/2017;0;3879000;Multi
17/04/2017;11:00;17/04/2017 11:00;47;299;134;68;1;17/04/2017;0;3880000;Multi
17/04/2017;12:00;17/04/2017 12:00;50;299;135;67;1;17/04/2017;0;3882000;Multi
17/04/2017;13:00;17/04/2017 13:00;53;299;138;66;1;17/04/2017;0;3883000;Multi
17/04/2017;14:00;17/04/2017 14:00;56;299;138;65;1;17/04/2017;0;3884000;Multi
17/04/2017;15:00;17/04/2017 15:00;60;299;131;64;1;17/04/2017;0;3886000;Multi
17/04/2017;16:00;17/04/2017 16:00;64;299;130;63;1;17/04/2017;0;3887000;Multi
17/04/2017;17:00;17/04/2017 17:00;68;299;122;62;1;17/04/2017;0;3889000;Multi
17/04/2017;18:00;17/04/2017 18:00;72;299;129;61;1;17/04/2017;0;3891000;Multi
17/04/2017;19:00;17/04/2017 19:00;77;299;130;60;1;17/04/2017;0;3893000;Multi
17/04/2017;20:00;17/04/2017 20:00;82;299;131;59;1;17/04/2017;0;3895000;Multi
17/04/2017;21:00;17/04/2017 21:00;87;299;131;58;1;17/04/2017;0;3896000;Multi
17/04/2017;22:00;17/04/2017 22:00;92;299;130;57;1;17/04/2017;0;3897000;Multi
17/04/2017;23:00;17/04/2017 23:00;98;299;134;56;1;17/04/2017;1;3899000;Multi
18/04/2017;00:00;18/04/2017 00:00;104;299;134;55;1;17/04/2017;1;3901000;Multi
18/04/2017;01:00;18/04/2017 01:00;31;300;134;54;1;18/04/2017;0;3902000;Multi
18/04/2017;02:00;18/04/2017 02:00;31;300;126;53;1;18/04/2017;0;3903000;Multi
18/04/2017;03:00;18/04/2017 03:00;32;300;124;52;1;18/04/2017;0;3904000;Multi
18/04/2017;04:00;18/04/2017 04:00;33;300;121;51;1;18/04/2017;0;3905000;Multi
18/04/2017;05:00;18/04/2017 05:00;34;300;123;50;1;18/04/2017;0;3907000;Multi
18/04/2017;06:00;18/04/2017 06:00;35;300;122;49;1;18/04/2017;0;3909000;Multi
18/04/2017;07:00;18/04/2017 07:00;37;300;120;48;1;18/04/2017;0;3910000;Multi
18/04/2017;08:00;18/04/2017 08:00;39;300;123;47;1;18/04/2017;0;3912000;Multi
18/04/2017;09:00;18/04/2017 09:00;41;300;118;46;1;18/04/2017;0;3913000;Multi
18/04/2017;10:00;18/04/2017 10:00;43;300;113;45;1;18/04/2017;0;3914000;Multi
18/04/2017;11:00;18/04/2017 11:00;46;300;115;44;1;18/04/2017;0;3915000;Multi
18/04/2017;12:00;18/04/2017 12:00;49;300;118;43;1;18/04/2017;0;3916000;Multi
18/04/2017;13:00;18/04/2017 13:00;52;300;121;42;1;18/04/2017;0;3918000;Multi
18/04/2017;14:00;18/04/2017 14:00;55;300;123;41;1;18/04/2017;0;3919000;Multi
18/04/2017;15:00;18/04/2017 15:00;59;300;120;40;1;18/04/2017;0;3920000;Multi
18/04/2017;16:00;18/04/2017 16:00;63;300;123;39;1;18/04/2017;0;3922000;Multi
18/04/2017;17:00;18/04/2017 17:00;67;300;132;38;1;18/04/2017;0;3924000;Multi
18/04/2017;18:00;18/04/2017 18:00;71;300;129;37;1;18/04/2017;0;3926000;Multi
18/04/2017;19:00;18/04/2017 19:00;76;300;130;36;1;18/04/2017;0;3928000;Multi
18/04/2017;20:00;18/04/2017 20:00;81;300;135;35;1;18/04/2017;0;3930000;Multi
18/04/2017;21:00;18/04/2017 21:00;86;300;135;34;1;18/04/2017;0;3931000;Multi
18/04/2017;22:00;18/04/2017 22:00;91;300;137;33;1;18/04/2017;0;3933000;Multi
18/04/2017;23:00;18/04/2017 23:00;97;300;142;32;1;18/04/2017;1;3934000;Multi
19/04/2017;00:00;19/04/2017 00:00;103;300;142;31;1;18/04/2017;1;3935000;Multi
19/04/2017;01:00;19/04/2017 01:00;30;301;136;30;1;19/04/2017;0;3937000;Multi
19/04/2017;02:00;19/04/2017 02:00;30;301;141;29;1;19/04/2017;0;3939000;Multi
19/04/2017;03:00;19/04/2017 03:00;31;301;141;28;1;19/04/2017;0;3941000;Multi
19/04/2017;04:00;19/04/2017 04:00;32;301;144;27;1;19/04/2017;0;3942000;Multi
19/04/2017;05:00;19/04/2017 05:00;33;301;150;26;1;19/04/2017;0;3944000;Multi
19/04/2017;06:00;19/04/2017 06:00;34;301;141;25;1;19/04/2017;0;3945000;Multi
19/04/2017;07:00;19/04/2017 07:00;36;301;138;24;1;19/04/2017;0;3946000;Multi
19/04/2017;08:00;19/04/2017 08:00;38;301;139;23;1;19/04/2017;0;3947000;Multi
19/04/2017;09:00;19/04/2017 09:00;40;301;138;22;1;19/04/2017;0;3949000;Multi
19/04/2017;10:00;19/04/2017 10:00;42;301;143;21;1;19/04/2017;0;3951000;Multi
19/04/2017;11:00;19/04/2017 11:00;45;301;144;20;1;19/04/2017;0;3953000;Multi
19/04/2017;12:00;19/04/2017 12:00;48;301;141;19;1;19/04/2017;0;3954000;Multi
19/04/2017;13:00;19/04/2017 13:00;51;301;141;18;1;19/04/2017;0;3956000;Multi
19/04/2017;14:00;19/04/2017 14:00;54;301;146;17;1;19/04/2017;0;3957000;Multi
19/04/2017;15:00;19/04/2017 15:00;58;301;153;16;1;19/04/2017;0;3958000;Multi
19/04/2017;16:00;19/04/2017 16:00;62;301;158;15;1;19/04/2017;0;3960000;Multi
19/04/2017;17:00;19/04/2017 17:00;66;301;151;14;1;19/04/2017;0;3961000;Multi
19/04/2017;18:00;19/04/2017 18:00;70;301;159;13;1;19/04/2017;0;3963000;Multi
19/04/2017;19:00;19/04/2017 19:00;75;301;162;12;1;19/04/2017;0;3964000;Multi
19/04/2017;20:00;19/04/2017 20:00;80;301;157;11;1;19/04/2017;0;3965000;Multi
19/04/2017;21:00;19/04/2017 21:00;85;301;154;10;1;19/04/2017;0;3967000;Multi
19/04/2017;22:00;19/04/2017 22:00;90;301;154;9;1;19/04/2017;0;3968000;Multi
19/04/2017;23:00;19/04/2017 23:00;96;301;153;8;1;19/04/2017;1;3970000;Multi
20/04/2017;00:00;20/04/2017 00:00;102;301;149;7;1;19/04/2017;1;3971000;Multi
20/04/2017;01:00;20/04/2017 01:00;30;302;151;6;1;20/04/2017;0;3972000;Multi
20/04/2017;02:00;20/04/2017 02:00;30;302;144;5;1;20/04/2017;0;3974000;Multi
20/04/2017;03:00;20/04/2017 03:00;31;302;145;4;1;20/04/2017;0;3975000;Multi
20/04/2017;04:00;20/04/2017 04:00;32;302;144;3;1;20/04/2017;0;3977000;Multi
20/04/2017;05:00;20/04/2017 05:00;33;302;140;2;1;20/04/2017;0;3978000;Multi
20/04/2017;06:00;20/04/2017 06:00;34;302;143;1;1;20/04/2017;0;3979000;Multi
20/04/2017;07:00;20/04/2017 07:00;36;302;139;0;1;20/04/2017;0;3980000;Multi
20/04/2017;08:00;20/04/2017 08:00;38;302;144;0;1;20/04/2017;0;3982000;Multi
20/04/2017;09:00;20/04/2017 09:00;40;302;153;0;1;20/04/2017;0;3983000;Multi
20/04/2017;10:00;20/04/2017 10:00;42;302;149;0;1;20/04/2017;0;3985000;Multi
20/04/2017;11:00;20/04/2017 11:00;45;302;140;0;1;20/04/2017;0;3987000;Multi
20/04/2017;12:00;20/04/2017 12:00;48;302;147;0;1;20/04/2017;0;3988000;Multi
20/04/2017;13:00;20/04/2017 13:00;51;302;141;0;1;20/04/2017;0;3989000;Multi
20/04/2017;14:00;20/04/2017 14:00;54;302;138;0;1;20/04/2017;0;3990000;Multi
20/04/2017;15:00;20/04/2017 15:00;58;302;138;0;1;20/04/2017;0;3992000;Multi
20/04/2017;16:00;20/04/2017 16:00;62;302;130;0;1;20/04/2017;0;3994000;Multi
20/04/2017;17:00;20/04/2017 17:00;66;302;130;0;1;20/04/2017;0;3995000;Multi
20/04/2017;18:00;20/04/2017 18:00;70;302;134;0;1;20/04/2017;0;3996000;Multi
20/04/2017;19:00;20/04/2017 19:00;75;302;131;0;1;20/04/2017;0;3998000;Multi
20/04/2017;20:00;20/04/2017 20:00;80;302;131;2;1;20/04/2017;0;4000000;Multi
20/04/2017;21:00;20/04/2017 21:00;85;302;132;3;1;20/04/2017;0;4001000;Multi
20/04/2017;22:00;20/04/2017 22:00;90;302;131;4;1;20/04/2017;0;4002000;Multi
20/04/2017;23:00;20/04/2017 23:00;96;302;134;5;1;20/04/2017;1;4004000;Multi
21/04/2017;00:00;21/04/2017 00:00;102;302;138;6;1;20/04/2017;1;4006000;Multi
21/04/2017;01:00;21/04/2017 01:00;32;303;133;7;1;21/04/2017;0;4008000;Multi
21/04/2017;02:00;21/04/2017 02:00;32;303;137;8;1;21/04/2017;0;4009000;Multi
21/04/2017;03:00;21/04/2017 03:00;33;303;133;9;1;21/04/2017;0;4010000;Multi
21/04/2017;04:00;21/04/2017 04:00;34;303;133;10;1;21/04/2017;0;4012000;Multi
21/04/2017;05:00;21/04/2017 05:00;35;303;129;11;1;21/04/2017;0;4013000;Multi
21/04/2017;06:00;21/04/2017 06:00;36;303;133;12;1;21/04/2017;0;4014000;Multi
21/04/2017;07:00;21/04/2017 07:00;38;303;137;13;1;21/04/2017;0;4016000;Multi
21/04/2017;08:00;21/04/2017 08:00;40;303;138;14;1;21/04/2017;0;4018000;Multi
21/04/2017;09:00;21/04/2017 09:00;42;303;140;15;1;21/04/2017;0;4019000;Multi
21/04/2017;10:00;21/04/2017 10:00;44;303;139;16;1;21/04/2017;0;4020000;Multi
21/04/2017;11:00;21/04/2017 11:00;47;303;139;17;1;21/04/2017;0;4022000;Multi
